ID,Author,Title,Place,Publisher,begin,end,Form,"Link (Trove, Digitised Pamphlet etc.)",Word Count,Place,PlaceNoState,Latitiude,Longitude
262,Unknown,Deeming's Sentence,"Camperdown, VIC",Camperdown Chronicle,19/05/1892,20/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18602247,19,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
261,Unknown,THE DEEMING PETITION.,"Hobart, TAS",The Mercury,19/05/1892,20/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12741913,,"Hobart, TAS",Hobart,-42.88049268,147.3193518
260,Unknown,Deeming an Insurance Swindler.,"Adelaide, SA",The Advertiser,19/05/1892,20/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25328306,,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
263,Unknown,Deeming's Will,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,19/07/1892,20/07/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19012531,,"Maitland, NSW",Maitland,-32.73155209,151.5509751
856,Unknown,THE WINDSOR MURDER.,"Cootamundra, NSW",Cootamundra Herald,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138367363,2818,"Cootamundra, NSW",Cootamundra,-34.64196459,148.0219194
855,Unknown,A LETTER FROM MRS. DEEMING.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074156,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
854,Unknown,SWANSTON AND FRASER'S G.M. CO.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074102,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
853,Unknown,ARRIVAL OF WILLIAMS IN MELBOURNE.,"Camperdown, VIC",Camperdown Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601278,385,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
852,Unknown,DEEMING IN SOUTH AFRICA.,"Newcastle, NSW",Newcastle Morning Herald and Miners' Advocate,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/135970885,176,"Newcastle, NSW",Newcastle,-32.92750858,151.7833216
851,Unknown,The Murders at Rainhill.,"Adelaide, SA",South Australian Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91547685,165,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
850,Unknown,MRS. DEEMING'S PASSAGE TO SYDNEY.,"Melbourne, VIC",The Australasian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138625454,160,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
849,Unknown,Deeming in England and Elsewhere.,"Adelaide, SA",South Australian Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91547316,1837,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
848,Unknown,THE ALIASES OF WILLIAMS.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074184,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
847,Unknown,SUSPECTED OF A THREEFOLD MURDER AT THE CAPE.,"Launceston, TAS",Launceston Examiner,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39461516,781,"Launceston, TAS",Launceston,-41.43860847,147.1365488
846,Unknown,WILLIAMS IN THE TRANSVAAL,"Melbourne, VIC",Leader,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197976043,729,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
845,Unknown,THE MURDERS AT WINDSOR AND RAINHILL.,"Bendigo, VIC",The Bendigo Independent,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/17451759,1557,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
844,Unknown,WINDSOR MURDER.,"Wagga Wagga, NSW",Wagga Wagga Express,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/145536104,1498,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
843,Unknown,WILLIAMS'S LAST MESSAGE.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074179,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
842,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033968,2913,"Perth, WA",Perth,-31.80289259,115.9542027
841,Unknown,DICOVERY OF FRESH EVIDENCE.,"Brisbane, QLD",The Queenslander,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822715,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
840,Unknown,THE WINDSOR MURDER.,"Geelong, VIC",Geelong Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/149927171,1016,"Geelong, VIC",Geelong,,
839,Unknown,ANTECEDENTS OF DEEMING AND HIS FIRST WIFE.,"Launceston, TAS",The Tasmanian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299892,5916,"Launceston, TAS",Launceston,-41.43860847,147.1365488
838,Unknown,DEEMING'S CAREER IN HULL.,"Perth, WA",The Inquirer and Commercial News,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69703582,1259,"Perth, WA",Perth,-31.80289259,115.9542027
837,Unknown,WILLIAMS' CONDUCT ON BOARD SHIP.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074135,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
836,Unknown,DEEMING IN SOUTH AFRICA.,"Adelaide, SA",Evening Journal,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204475657,443,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
835,Unknown,THE WINDSOR MURDER.,"Rockhampton, QLD",The Capricornian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/6632722,4090,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
834,Unknown,THE WINDSOR MURDER.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074158,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
833,Unknown,REMARKABLE ENCOUNTER IN THE STREETS OF MELBOURNE—WILLIAMS LIKE ONE DISTRAUGHT.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074113,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
832,Unknown,The Windsor Murder.,"Latrobe, TAS",The North Coast Standard,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/212616121,949,"Latrobe, TAS",Latrobe,-38.6726449,143.2135424
831,Unknown,DEEMING INSURED HIS LIFE IN QUEENSLAND.,"Adelaide, SA",Adelaide Observer,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160731159,468,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
830,Unknown,THE WILLIAMS MURDERS.,"Sydney, NSW",Australian Town and Country Journal,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71236072,1250,"Sydney, NSW",Sydney,-33.87041555,151.2408677
829,Unknown,FURTHER IDENTIFICATION WITH DEEMING—SUPPOSED THEFT OF DIAMONDS IN SYDNEY.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074099,637,"Perth, WA",Perth,-31.80289259,115.9542027
828,Unknown,ARRIVAL OF WILLIAMS AT ADELAIDE.,"Brisbane, QLD",The Queenslander,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822675,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
827,Unknown,THE WINDSOR MURDER,"Hobart, TAS",The Mercury,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739348,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
826,Unknown,THE WILLIAMS MURDERS. GUARDING THE PRISONER.,"Sydney, NSW",Australian Town and Country Journal,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71236251,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
825,Unknown,The Sydney Morning Herald.,"Sydney, NSW",The Sydney Morning Herald,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13849408,12292,"Sydney, NSW",Sydney,-33.87041555,151.2408677
824,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",South Australian Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91547687,829,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
823,Unknown,THE ARRANGEMENTS FOR THE INQUEST.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074221,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
822,Unknown,INTERESTING EPISODES:,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074182,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
821,Unknown,STRANGE CONDUCT ON LEAVING THE KAISER WILHELM.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074134,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
820,Unknown,The Windsor Tragedy.,"Queanbeyan, NSW",Queanbeyan Age,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/31165700,175,"Queanbeyan, NSW",Queanbeyan,-35.35461616,149.230095
819,Unknown,WILLIAMS'S QUEENSLAND HISTORY.— HIS RESIDENCE AT ROCKHAMPTON.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074148,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
818,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601279,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
817,Unknown,A CRIMINAL OF THE CENTURY.,"Adelaide, SA",Adelaide Observer,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160731157,2800,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
816,Unknown,THE WINDSOR TRAGEDY.,"Launceston, TAS",Daily Telegraph,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153230377,842,"Launceston, TAS",Launceston,-41.43860847,147.1365488
815,Unknown,The Windsor Murder.,"Brisbane, QLD",The Queenslander,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822674,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
814,Unknown,The Argus.,"Melbourne, VIC",The Argus,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8410267,7781,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
813,Unknown,No title,"Launceston, TAS",Daily Telegraph,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153230359,1210,"Launceston, TAS",Launceston,-41.43860847,147.1365488
812,Unknown,ARRIVAL OF DEEMING.,"Melbourne, VIC",The Age,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197001693,1329,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
811,Unknown,THE ARRIVAL OF THE PRISONER.,"Melbourne, VIC",Weekly Times,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220476292,1428,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
810,Unknown,DEEMING'S SYDNEY EXPERIENCES.,"Melbourne, VIC",Leader,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197976037,271,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
809,Unknown,THE WINDSOR TRAGEDY.,"Goulburn, NSW",Goulburn Evening Penny Post,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/98477214,962,"Goulburn, NSW",Goulburn,-34.75275544,149.7194113
808,Unknown,DEEMING IN SOUTH AFRICA.,"Adelaide, SA",South Australian Register,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48227762,449,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
807,Unknown,PURCHASE OF THE RAINHILL VILLA BY THE PROPRIETORS OF TUSSAUD'S WAXWORKS.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074215,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
806,Unknown,SWANSTON IN MELBOURNE.,"Broken Hill, NSW",Barrier Miner,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44075219,663,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
805,Unknown,WILLIAMS IN MELBOURNE.,"Adelaide, SA",The Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25324861,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
804,Unknown,SENDING DEEMING ASHORE.,"Melbourne, VIC",Leader,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197976045,1353,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
803,Unknown,WILLIAMS IN SOUTH AFRICA.,"Bendigo, VIC",The Bendigo Independent,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/17451777,522,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
802,Unknown,A SYNOPSIS.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074219,995,"Perth, WA",Perth,-31.80289259,115.9542027
801,Unknown,THE WINDSOR MURDER. THE RAINHILL TRAGEDY.,"Adelaide, SA",The Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25324860,94,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
800,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",The Express and Telegraph,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28326698,100,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
799,Unknown,THE POLICE MAKE A HAUL.,"Launceston, TAS",The Tasmanian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299915,447,"Launceston, TAS",Launceston,-41.43860847,147.1365488
798,Unknown,THE ALIASES.,"Melbourne, VIC",The Australasian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138625449,98,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
797,Unknown,Brevities.,"Penrith, NSW",Nepean Times,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/10177405,162,"Penrith, NSW",Penrith,-33.75082014,150.6940788
796,Unknown,The Windsor Murder,"Bathurst, NSW",Bathurst Free Press and Mining Journal,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/62726142,198,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
795,Unknown,THE WHITECHAPEL MURDERS AND THE CRIMINAL DEEMING.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074180,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
794,Unknown,THE MARRIAGE CERTIFICATE.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074181,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
793,Unknown,THE WINDSOR MURDER.,"Melbourne, VIC",The Australasian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138625452,565,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
792,Unknown,DEEMING'S AFRICAN EXPERIENCES.,"Melbourne, VIC",Weekly Times,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220476294,345,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
791,Unknown,STARTLING DISCLOSURES.,"Adelaide, SA",The Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25324863,1327,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
790,Unknown,THE NOMINATED IMMIGRANT.,"Launceston, TAS",The Tasmanian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299957,157,"Launceston, TAS",Launceston,-41.43860847,147.1365488
789,Unknown,THE WINDSOR MURDER.,"Perth, WA",The Inquirer and Commercial News,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69703551,597,"Perth, WA",Perth,-31.80289259,115.9542027
788,Unknown,THE WINDSOR MURDER.,"Perth, WA",The Daily News,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/76457052,607,"Perth, WA",Perth,-31.80289259,115.9542027
787,Unknown,THE WINDSOR AND RAINHILL MURDERS.,"Sydney, NSW",The Sydney Mail and New South Wales Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/162185454,219,"Sydney, NSW",Sydney,-33.87041555,151.2408677
786,Unknown,WILLIAMS IN SOUTH AFRICA.,"Launceston, TAS",Daily Telegraph,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153230384,1371,"Launceston, TAS",Launceston,-41.43860847,147.1365488
785,Unknown,GENERAL NEWS.,"Queanbeyan, NSW",Queanbeyan Age,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/31165712,1129,"Queanbeyan, NSW",Queanbeyan,-35.35461616,149.230095
784,Unknown,ARRANGEMENTS FOR DEEMTNG'S RECEPTION IN MELBOURNE.,"Perth, WA",Western Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074157,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
783,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13849373,4996,"Sydney, NSW",Sydney,-33.87041555,151.2408677
782,Unknown,THE JOHANN ESBERG MURDERS.,"Melbourne, VIC",The Age,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197001698,206,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
781,Unknown,A CHRONOLOGICAL RECORD.,"Launceston, TAS",The Tasmanian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299918,2195,"Launceston, TAS",Launceston,-41.43860847,147.1365488
780,Unknown,THE ALIASES OF FREDERICK BAYLEY DEEMING.,"Launceston, TAS",The Tasmanian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299920,282,"Launceston, TAS",Launceston,-41.43860847,147.1365488
779,Unknown,DEEMING IN AFRICA.,"Castlemaine, VIC",Mount Alexander Mail,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200515398,817,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
778,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",South Australian Chronicle,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91547437,545,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
777,Unknown,The Windsor Murder.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008281,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
776,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",South Australian Register,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48227775,2220,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
775,Unknown,THE WINDSOR MURDERER.,"Brisbane, QLD",The Brisbane Courier,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539815,840,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
774,Unknown,DEEMING IN AFRICA.,"Melbourne, VIC",The Australasian,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138625456,757,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
773,Unknown,FURTHER STARTLING DISCLOSURES.,"Cootamundra, NSW",Cootamundra Herald,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138367337,973,"Cootamundra, NSW",Cootamundra,-34.64196459,148.0219194
772,Unknown,[BY ELECTRIC TELEGRAPH.],"Ipswich, QLD","Queensland Times, Ipswich Herald and General Advertiser",02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/123016978,1025,"Ipswich, QLD",Ipswich,-27.6231251,152.7598715
771,Unknown,ACTA POPULI.,"Sydney, NSW",Freeman's Journal,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/111326723,2491,"Sydney, NSW",Sydney,-33.87041555,151.2408677
770,Unknown,Advertising,"Melbourne, VIC",The Argus,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8410255,1065,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
769,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Adelaide Observer,02/04/1892,03/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160731111,1526,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
