Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
CHEWTON,LOCATION,18650323-13-5746104 (1 of 2).txt,CHEWTON,VIC,-37.10655654,144.25289990000002,100,13,"THURSDAY, MARCh 23, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-03-23,Article,7929,N,2,"In the Legislative Assembly, yesterday, The Sandhurst, Inglewood, and Loddon District Tramway Company's Bill was further considered in committee. Sixteen",https://nla.gov.au/nla.news-article5746104,http://trove.nla.gov.au/newspaper/page/211313
MELBOURNE,LOCATION,18650304-13-5746676 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"SATURDAY, MARCH 4, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-03-04,Article,6192,N,2,"In the Legislative Assembly yesterday, Mr. HOUSTON (in the absence of Mr. Harker) moved a solution for going into committee on Tuesday, to consider a proposition",https://nla.gov.au/nla.news-article5746676,http://trove.nla.gov.au/newspaper/page/211169
LITTLE RIVER,LOCATION,18650308-13-5747000 (1 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,13,"GEELONG POLICE COURT. TUESDAY, MARCH 7. (Before the Police Magistrate.) MALICIOUSLY FIRING GRASS.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,1865-03-08,Article,1853,N,1,"Alfred Felstead, a very respectable-looking and well-dressed young man, who lives at Moonee Ponds, was charged by Mr. Robert Chirnside with wilfully and maliciously",https://nla.gov.au/nla.news-article5747000,http://trove.nla.gov.au/newspaper/page/211196
LITTLE RIVER,LOCATION,18650308-13-5747000 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,13,"GEELONG POLICE COURT. TUESDAY, MARCH 7. (Before the Police Magistrate.) MALICIOUSLY FIRING GRASS.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,1865-03-08,Article,1853,N,1,"Alfred Felstead, a very respectable-looking and well-dressed young man, who lives at Moonee Ponds, was charged by Mr. Robert Chirnside with wilfully and maliciously",https://nla.gov.au/nla.news-article5747000,http://trove.nla.gov.au/newspaper/page/211196
MELBOURNE,LOCATION,18650111-13-5747085 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"WEDNESDAY, JANUARY 11, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-01-11,Article,5245,N,5,"The Revenue Statements for the past year, published in last night's Government Gazette, have the peculiarity attaching to them that they anticipate on",https://nla.gov.au/nla.news-article5747085,http://trove.nla.gov.au/newspaper/page/214546
LITTLE RIVER,LOCATION,18650111-13-5747085 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,13,"WEDNESDAY, JANUARY 11, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-01-11,Article,5245,N,5,"The Revenue Statements for the past year, published in last night's Government Gazette, have the peculiarity attaching to them that they anticipate on",https://nla.gov.au/nla.news-article5747085,http://trove.nla.gov.au/newspaper/page/214546
MELBOURNE,LOCATION,18650111-13-5747085 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"WEDNESDAY, JANUARY 11, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-01-11,Article,5245,N,5,"The Revenue Statements for the past year, published in last night's Government Gazette, have the peculiarity attaching to them that they anticipate on",https://nla.gov.au/nla.news-article5747085,http://trove.nla.gov.au/newspaper/page/214546
LITTLE RIVER,LOCATION,18650111-13-5747085 (1 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,13,"WEDNESDAY, JANUARY 11, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-01-11,Article,5245,N,5,"The Revenue Statements for the past year, published in last night's Government Gazette, have the peculiarity attaching to them that they anticipate on",https://nla.gov.au/nla.news-article5747085,http://trove.nla.gov.au/newspaper/page/214546
MELBOURNE,LOCATION,18650615-13-5747868 (3 of 4).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"PARLIAMENT. LEGISLATIVE COUNCIL. Wednesday, June 14.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1865-06-15,Article,16209,N,1,"The President took the chair at twenty minutes past four o'clock, and read the usual form of prayer. PETITIONS.",https://nla.gov.au/nla.news-article5747868,http://trove.nla.gov.au/newspaper/page/211933
MELBOURNE,LOCATION,18640617-13-5749736 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"COUNTRY NEWS. CASTLEMAINE. (FROM THE MOUNT ALEXANDER MAIL, JUNE 16.)",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1864-06-17,Article,962,N,2,DISCOVERY OF A RICH LEAD AT HOLCOMBE.— Some few weeks since we gave publicity to the fact of several applications having been made to the mining registrar at Fryerstown,https://nla.gov.au/nla.news-article5749736,http://trove.nla.gov.au/newspaper/page/212739
PERTH,LOCATION,18670423-13-5765010 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,13,"WESTERN AUSTRALIA. (FROM THE FERTH INQUIRER, MARCH 27.)",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1867-04-23,Article,2224,N,1,"Information reached the Government by this month's mail that the appointment of comptroller-general has been conferred upon H. Wakeford, Esq., a gentleman well known",https://nla.gov.au/nla.news-article5765010,http://trove.nla.gov.au/newspaper/page/513460
STAWELL,LOCATION,18651030-13-5775890 (1 of 1).txt,STAWELL,VIC,-37.03717644,142.79937040000002,100,13,"MONDAY, OCTOBER 30, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-10-30,Article,7432,N,13,"The honourable member for Rodney said in the Assembly on Tuesday last, "" if "" in ceasing to collect the old duties, the "" Government had suspended or",https://nla.gov.au/nla.news-article5775890,http://trove.nla.gov.au/newspaper/page/210595
MELBOURNE,LOCATION,18651030-13-5775890 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"MONDAY, OCTOBER 30, 1865.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1865-10-30,Article,7432,N,13,"The honourable member for Rodney said in the Assembly on Tuesday last, "" if "" in ceasing to collect the old duties, the "" Government had suspended or",https://nla.gov.au/nla.news-article5775890,http://trove.nla.gov.au/newspaper/page/210595
TYLDEN,LOCATION,18660116-13-5778322 (1 of 1).txt,TYLDEN,VIC,-37.337551500000004,144.45311740000002,100,13,AGRICULTURAL. THE CROPS.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1866-01-16,Article,1662,N,2,"Of the harvest in the Kyneton district, the Kyneton Observer has the following:—""It is a gratifying fact to be able to note, after a season of great severity and after",https://nla.gov.au/nla.news-article5778322,http://trove.nla.gov.au/newspaper/page/215126
GLENLYON,LOCATION,18660116-13-5778322 (1 of 1).txt,GLENLYON,QLD,-28.99401646,151.4739482,100,13,AGRICULTURAL. THE CROPS.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1866-01-16,Article,1662,N,2,"Of the harvest in the Kyneton district, the Kyneton Observer has the following:—""It is a gratifying fact to be able to note, after a season of great severity and after",https://nla.gov.au/nla.news-article5778322,http://trove.nla.gov.au/newspaper/page/215126
TYLDEN,LOCATION,18660116-13-5778322 (1 of 1).txt,TYLDEN,VIC,-37.337551500000004,144.45311740000002,100,13,AGRICULTURAL. THE CROPS.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1866-01-16,Article,1662,N,2,"Of the harvest in the Kyneton district, the Kyneton Observer has the following:—""It is a gratifying fact to be able to note, after a season of great severity and after",https://nla.gov.au/nla.news-article5778322,http://trove.nla.gov.au/newspaper/page/215126
ELDORADO,LOCATION,18660112-13-5781419 (1 of 1).txt,ELDORADO,VIC,-36.31388939,146.507104,100,13,"FRIDAY, JANUARY 12, 1866.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1866-01-12,Article,8790,N,9,"In another column we give the scheme framed by Ministers for the carrying out of the 3rd clause of the ""Act to Amend ""the Law Relating to the Pensions of",https://nla.gov.au/nla.news-article5781419,http://trove.nla.gov.au/newspaper/page/215098
BEECHWORTH,LOCATION,18651031-13-5781813 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,13,"TORNADO AT BEECHWORTH. (FROM THE OVENS ADVERTISER, OCT. 28.)",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1865-10-31,Article,969,N,0,Last Thursday evening Beechworth and the surrounding neighbourhood were visited by one of the most violent storms ever experienced in the Ovens district. During the,https://nla.gov.au/nla.news-article5781813,http://trove.nla.gov.au/newspaper/page/210605
ARARAT,LOCATION,18661231-13-5782411 (2 of 2).txt,ARARAT,VIC,-37.30897256,142.9230965,100,13,"MONDAY, DECEMBER 31, 186[?].",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1866-12-31,Article,7094,N,14,"Annus Mirabilis, 1866, will to-day be numbered with its predecessors. Some review of its events is appropriate, and may be useful. We leave to other",https://nla.gov.au/nla.news-article5782411,http://trove.nla.gov.au/newspaper/page/217690
GISBORNE,LOCATION,18661231-13-5782411 (2 of 2).txt,GISBORNE,VIC,-37.51430539,144.5863114,100,13,"MONDAY, DECEMBER 31, 186[?].",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1866-12-31,Article,7094,N,14,"Annus Mirabilis, 1866, will to-day be numbered with its predecessors. Some review of its events is appropriate, and may be useful. We leave to other",https://nla.gov.au/nla.news-article5782411,http://trove.nla.gov.au/newspaper/page/217690
EMU CREEK,LOCATION,18670103-13-5782661 (1 of 1).txt,EMU CREEK,QLD,-27.11585352,151.9779444,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
BENDIGO,LOCATION,18670103-13-5782661 (1 of 1).txt,BENDIGO,VIC,-36.76552472,144.280931,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
MAJORCA,LOCATION,18670103-13-5782661 (1 of 1).txt,MAJORCA,VIC,-37.10682227,143.817593,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
DEEP CREEK,LOCATION,18670103-13-5782661 (1 of 1).txt,DEEP CREEK,NSW,-29.17121412,152.6504493,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
BEAUFORT,LOCATION,18670103-13-5782661 (1 of 1).txt,BEAUFORT,SA,-34.09453371,138.23574140000002,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
SMYTHESDALE,LOCATION,18670103-13-5782661 (1 of 1).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100,13,"THURSDAY, JANUARY 3, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-03,Article,6098,N,6,"With a blazing sun in an unclouded sky, a wind only strong enough to make the heat felt, the thermometer somewhere about 100deg. in the shade, and",https://nla.gov.au/nla.news-article5782661,http://trove.nla.gov.au/newspaper/page/217716
ADELAIDE,LOCATION,18670105-13-5782877 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,13,"TELEGRAPHIC DESPATCHES. (FROM OUR OWN CORRESPONDENTS.) SYDNEY, FRIDAY.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,1867-01-05,Article,501,N,0,"A gentleman named Smith, engaged on the Brisbane Courier, and on his way to Melbourne, died suddenly on Wednesday evening.",https://nla.gov.au/nla.news-article5782877,http://trove.nla.gov.au/newspaper/page/217733
LONG GULLY,LOCATION,18670115-13-5783603 (1 of 1).txt,LONG GULLY,VIC,-36.73819366,144.2483642,100,13,"TUESDAY, JANUARY 15, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-15,Article,6474,N,2,"Referring again to the subject of those domestic discomforts which badly-contrived, dwellings entail upon the operatives of this city, it can hardly fail to",https://nla.gov.au/nla.news-article5783603,http://trove.nla.gov.au/newspaper/page/217804
YANDOIT,LOCATION,18670115-13-5783603 (1 of 1).txt,YANDOIT,VIC,-37.2054136,144.0813965,100,13,"TUESDAY, JANUARY 15, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-15,Article,6474,N,2,"Referring again to the subject of those domestic discomforts which badly-contrived, dwellings entail upon the operatives of this city, it can hardly fail to",https://nla.gov.au/nla.news-article5783603,http://trove.nla.gov.au/newspaper/page/217804
GLENLYON,LOCATION,18670115-13-5783603 (1 of 1).txt,GLENLYON,QLD,-28.99401646,151.4739482,100,13,"TUESDAY, JANUARY 15, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-15,Article,6474,N,2,"Referring again to the subject of those domestic discomforts which badly-contrived, dwellings entail upon the operatives of this city, it can hardly fail to",https://nla.gov.au/nla.news-article5783603,http://trove.nla.gov.au/newspaper/page/217804
HADDON,LOCATION,18670115-13-5783603 (1 of 1).txt,HADDON,VIC,-37.5952501,143.69959740000002,100,13,"TUESDAY, JANUARY 15, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-15,Article,6474,N,2,"Referring again to the subject of those domestic discomforts which badly-contrived, dwellings entail upon the operatives of this city, it can hardly fail to",https://nla.gov.au/nla.news-article5783603,http://trove.nla.gov.au/newspaper/page/217804
BEECHWORTH,LOCATION,18670116-13-5783702 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,13,"WEDNESDAY, JANUARY 16, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-16,Article,7028,N,4,"Only a few of our readers, probably, are aware that an intercolonial show of wool takes place to-day in Melbourne, in connexion with an exhibition of Merino",https://nla.gov.au/nla.news-article5783702,http://trove.nla.gov.au/newspaper/page/217812
MOYSTON,LOCATION,18670121-13-5784033 (1 of 1).txt,MOYSTON,VIC,-37.31774239,142.76881269999998,100,13,"MONDAY, JANUARY 21, 1867.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",4,1867-01-21,Article,6879,N,86,Satisfactory as it must be to every wellwisher to these colonies to know that the Governments of New South Wales and Victoria have agreed to bring,https://nla.gov.au/nla.news-article5784033,http://trove.nla.gov.au/newspaper/page/217854
ADELAIDE,LOCATION,18670225-13-5786961 (1 of 3).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,13,SUMMARY FOR EUROPE. INTRODUCTION.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",1 S,1867-02-25,Article,48195,N,9,"The Parliament of Victoria is again engaged in discussing a revision of the tariff, a very serious addition to the taxation of the colony, through the",https://nla.gov.au/nla.news-article5786961,http://trove.nla.gov.au/newspaper/page/218125
BOMBAY,LOCATION,18670225-13-5786961 (1 of 3).txt,BOMBAY,NSW,-35.43771585,149.6992354,100,13,SUMMARY FOR EUROPE. INTRODUCTION.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",1 S,1867-02-25,Article,48195,N,9,"The Parliament of Victoria is again engaged in discussing a revision of the tariff, a very serious addition to the taxation of the colony, through the",https://nla.gov.au/nla.news-article5786961,http://trove.nla.gov.au/newspaper/page/218125
MELBOURNE,LOCATION,18670225-13-5786961 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,SUMMARY FOR EUROPE. INTRODUCTION.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",1 S,1867-02-25,Article,48195,N,9,"The Parliament of Victoria is again engaged in discussing a revision of the tariff, a very serious addition to the taxation of the colony, through the",https://nla.gov.au/nla.news-article5786961,http://trove.nla.gov.au/newspaper/page/218125
MELBOURNE,LOCATION,18671231-13-5787249 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,13,"TELEGRAPHIC DESPATCHES. (FROM OUR OWN CORRESPONDENT.) SYDNEY, MONDAY.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,1867-12-31,Article,94,N,0,The heat here is intense. There are bushfires all round the city. Nimblefoot is scratched for the Sydney Cup.,https://nla.gov.au/nla.news-article5787249,http://trove.nla.gov.au/newspaper/page/220378
