article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
139698046,17381,Database,,,1889,1880,An Exorcism,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17381,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=139698046,https://trove.nla.gov.au/newspaper/article/139698046,,Narrative Background,Present Secondary,Bushfire incidental to extract except to highlight oppressive gothic summer heat in isolated community,"I maintained that he was Buffering from the heat, and perhaps in my heart fancied that in some un known way I was the cause of the distur bance. But the heat was certainly intolerable all that week. The air was dimmed with t>moke from bush fires, which hung over the hills in a stilling blue haze all through the breathless days. If a sluggish breeze sometimes wandered over the barrier of hills at night- j fall it only brought new reinforcement to the smoke-cloud which beset us, through which the sun glowed at midday shorn of all radiance, and in colour like a cooling mass of red-hot iron.",proximate,,"Stony Creek, Victoria",,17381,An Exorcism,An Exorcism,1889-03-23,1889-03-23,,1,,N,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,6597,K. T. L.,,K. T. L.,Unknown,Unknown,,,Unknown,,,Initials only,
139699190,18957,Database,,,1889,1880,Jane,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=18957,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=139699190,https://trove.nla.gov.au/newspaper/article/139699190,,Narrative Background,Present Secondary,Bushfires used to highlight one of the many dangers of remoteness as 2 women wait months in remote cottage for the husband of one to return,"""Robert!"" echoed Marcie, with passionate scorn; ""and he can leave me here like this ! alone, at such a time-without enough money to buy even necessary food-far from the nearest neighbour-in daily danger Irom bush-fires-with the burden of all his work left on your shoulders-you a girl, a lady, not brought up to toil! to be done or left undone, just as your strength permits ! He care for me! Why. what a simple fool you must think me!' .",proximate,,remote corner of the Victorian Bush,,18957,Jane,Jane. A Sketch,1889-04-20,1889-04-27,,0,,Y,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,945,"West, Mark",,"West, Mark",Unknown,Unknown,,,Male,Australian,,Attributed,
197591621,17420,Database,12,12,1889,1880,An Odd Legacy,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17420,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=197591621,https://trove.nla.gov.au/newspaper/article/197591621,,Narrative Foreground,Past Primary,Interesting angle on bushfire and community; how relations are tested in times of adversity --and twisted revenge theme,"When expostulated with by other squattere for setting a bad example, he says, "" Why should I not, I was a bushman once. Wby not share my wealth with them ? I do not want to hoard it, 'I can't take it with me. It's a pleasure for me. What do I gain by turning a poor devil away from my station ? No, they are welcome. They never take advantage of my hospitality. I have a man who I place trust in, and it is quite sufficient for me to know the}' are grateful for it. Why, am I not tbe gainer ? look when my run and my neighbor's was fired, I bad about a couple of hundred pounds damage done, and he had that many thousands ; why, because every man jack preferred to come and help me first. "" Resides,"" be used to say ""only for one of them, I should never have had my odd legacy and my present little wife. (THE END.)",proximate,,country Victoria,,17420,An Odd Legacy,An Odd Legacy,1889-05-10,1889-07-05,,0,,Y,,,993,"The Port Augusta Dispatch, Newcastle and Flinders Chronicle (SA : 1885 - 1916)",Port Augusta Dispatch,,"Port Augusta, SA",Provincial,South Australia,6492,H. W.,,H. W.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
20279945,15824,Database,5,5,1890,1890,Annabel,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15824,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=20279945,https://trove.nla.gov.au/newspaper/article/20279945,,Narrative Foreground,Present Primary,"Intense story of fire/storm/flood all in space of several hours -- girls diverted by fire and then nearly drowned in flood, highlights the intensity of the landscape.",,indeterminate,,unclear,,15824,Annabel,Annabel,1890-01-04,1890-01-18,Written for the Queenslander,0,,Y,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,329,"Griffiths, George",,"Griffiths, George",Unknown,Unknown,,,Male,Australian,,Attributed,
20282385,4607,Database,,,1890,1890,The Swamp Grass Girl,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4607,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=20282385,https://trove.nla.gov.au/newspaper/article/20282385,,Narrative Background,Past Secondary,Lyrical descriptions vegetation and environment,"he Koo-wee-rup Swamp was rich in colour. Wattle Island, defined against the sunset sky, appeared a gentle hill above a meadow. In reality the dark green of this meadow was dense ti-tree scrub, 20ft. in height; the purple shade (extending like a belt for miles), where a bush fire had swept across the silver-gray patch.",Precise,,"KooWeeRup Swamp, Gippsland",,4607,The Swamp Grass Girl,The Swamp Grass Girl,1890-04-26,1890-04-26,Written for the Queenslander,1,,N,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,333,Carew,,Carew,Unknown,Unknown,,,Unknown,Australian,"""The Woman at Mac's""",Pseudonym with signature,
65342586,1674,Database,single volume,single volume,1890,1890,My Wedding Day: A South Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=1674,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=65342586,https://trove.nla.gov.au/newspaper/article/65342586,,Narrative Foreground,Present Primary,repeat Ch 1,,,,SA,,1674,My Wedding Day: A South Australian Story,My Wedding Day: A South Australian Story,1890-08-23,1890-08-23,,1,,N,,Chambers's Journal,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Bathurst Free Press,,"Bathurst, NSW",Provincial,New South Wales,7,Rita,Eliza Margaret Jane Desmond Humphreys] (1850–1938),Unattributed,Female,British,,"Eliza Margaret Jane [pseud. Rita; known as Mrs W. Desmond Humphreys] (1850–1938), novelist, was born on 14 June 1850",,,,Unattributed,
65678866,3351,Database,29,1,1890,1890,"Arthur Landon, the Australian Bushman",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=3351,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=65678866,https://trove.nla.gov.au/newspaper/article/65678866,,Narrative Foreground,Present Primary,as in 123,,precise,Polygon,Plenty Ranges,,3351,"Arthur Landon, the Australian Bushman","Arthur Landon, the Australian Bushman",1890-03-14,1890-07-11,,0,,Y,AustLit,,152,Fitzroy City Press (Vic. : 1881 - 1920),Fitzroy City Press,,"Fitzroy, VIC",Metropolitan,Victoria,254,"McLean, Angus",,"McLean, Angus",Male,Australian,,AustLit,Male,Australian,,Attributed,
65804863,1594,Database,,V,1890,1890,By Pike and Dyke: A Tale of the Rise of the Dutch Republic,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=1594,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=65804863,https://trove.nla.gov.au/newspaper/article/65804863,,None,None,None,None,,,,,1594,By Pike and Dyke: A Tale of the Rise of the Dutch Republic,By Pike and Dyke: A Tale of the Rise of the Dutch Republic,1890-01-10,1890-05-09,,0,,Y,LCVF,,196,Kyabram Union (Vic. : 1886 - 1894),Kyabram Union,,"Kyabram, VIC",Provincial,Victoria,12,"Henty, G. A.",,"Henty, G. A.",Male,British,,LCVF,Uninscribed,Dutch,"""The Lion of St. Mark"", ""Bonnie Prince Charley"", ""With Clive in India"", ""With Lee in Virginia"", ""The Cat of Bubaste""",Initials and surname with signature,
84689505,8142,Database,3,1,1890,1890,"How Jack Litton Lost His Christmas Dinner, and How He Found It",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8142,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84689505,https://trove.nla.gov.au/newspaper/article/84689505,,Narrative Foreground,Present Primary,"Lone horseman trying to get home for mother's birthday and Christmas is threated by raging fire in Gippsland Hills, movement in story.","As he had ascended from the twilight of the north-eastern side of the divide into the light of the setting nun, so now also he met a south-west wind blowing short, sharp gusts, but not cool and refreshing; hot and tainted with smoke, it seemed to blow from the mouth of the furnace, and the dull red haze in which the sun was sink. ing told of distant bush fires. ""A bad look out for us, old girl,"" said Jack, as he re-mounted his mare. "" I didn't think of this when I started. We're going into an ugly country to be caught in a bush fire, but we can't turn back new, so go along my pet, and get through it as fast as you can.""",precise,Point,"Myrtle Flat, Gippsland Hills",,8142,"How Jack Litton Lost His Christmas Dinner, and How He Found It","How Jack Litton Lost His Christmas Dinner, and How He Found It",1890-02-01,1890-02-22,,0,,Y,,,240,Bairnsdale Advertiser and Tambo and Omeo Chronicle (Vic. : 1882 - 1918),Bairnsdale Advertiser,,"Bairnsdale, VIC",Provincial,Victoria,1592,J. A. E.,,J. A. E.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
84689581,8142,Database,3,2,1890,1890,"How Jack Litton Lost His Christmas Dinner, and How He Found It",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8142,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84689581,https://trove.nla.gov.au/newspaper/article/84689581,,Narrative Foreground,Past Primary,"Parents wait for missing son, intense worry when they realise he had been in path of fire","Harry turned pale as he replied, ' He left me on Christmas eve to take the short track along the divide, so as to be home to dinner yesterday. Can he have lost his way ?"" ""Heavens,"" exclaimed the poor mother, ""and there were bush fires burning on the range all last night and yesterday. ""My boys lost, lost,"" and sio cried bitterly.",precise,Point,"Myrtle Flat, Gippsland Hills",,8142,"How Jack Litton Lost His Christmas Dinner, and How He Found It","How Jack Litton Lost His Christmas Dinner, and How He Found It",1890-02-01,1890-02-22,,0,,Y,,,240,Bairnsdale Advertiser and Tambo and Omeo Chronicle (Vic. : 1882 - 1918),Bairnsdale Advertiser,,"Bairnsdale, VIC",Provincial,Victoria,1592,J. A. E.,,J. A. E.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
88984222,8256,Database,,2,1890,1890,The Rise of the Australian Wool Kings: A Romance of Port Philip,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8256,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=88984222,https://trove.nla.gov.au/newspaper/article/88984222,,Narrative Background,Past Secondary,beneficial effect of fires clearing landscape,During the preceding summer the bush fires had cleared away the under scrub that often niars the' beauty of an Aus tralian landscape. The slight winter rains which followed had reclothel the ground with new herbage. In the advancing season it seemed like waving grain in the glow of the evening sun set.,precise,,"Mt Alexander, Ravenswood",,8256,The Rise of the Australian Wool Kings: A Romance of Port Philip,The Rise of the Australian Wool Kings: A Romance of Port Philip,1890-03-15,1890-09-13,,0,,Y,,,346,Bendigo Advertiser (Vic. : 1855 - 1918),Bendigo Advertiser,,"Bendigo, VIC",Provincial,Victoria,1660,"Mouat, James",,"Mouat, James",Male,Australian,,,Male,Australian,,Attributed,
88984815,8256,Database,,XII,1890,1890,The Rise of the Australian Wool Kings: A Romance of Port Philip,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8256,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=88984815,https://trove.nla.gov.au/newspaper/article/88984815,,Narrative Background,Past Secondary,role of whites in setting fires to country in early settlement days (1837),"t was thus the'firsfc dray track was marked through the blaok forest, as it was named. The entire forest was one stretch of blackened timber from the bush fires started by the whiteman in his progress through the un occupied district. For they could camp here.",precise,,Macedon/Black Forest,"there or any where, there was nothing to prevent it, if food and water were sufficient to induce tliemtufixtheirhoniestead.TheVandemonians had in the spirit of enterprise secured the land immediately 011 the coast.",8256,The Rise of the Australian Wool Kings: A Romance of Port Philip,The Rise of the Australian Wool Kings: A Romance of Port Philip,1890-03-15,1890-09-13,,0,,Y,,,346,Bendigo Advertiser (Vic. : 1855 - 1918),Bendigo Advertiser,,"Bendigo, VIC",Provincial,Victoria,1660,"Mouat, James",,"Mouat, James",Male,Australian,,,Male,Australian,,Attributed,
110268270,1675,Database,2,2,1890,1890,My Wedding Day: A South Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=1675,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=110268270,https://trove.nla.gov.au/newspaper/article/110268270,,Narrative Foreground,Present Primary,repeat Ch 2,,,,SA,,1675,My Wedding Day: A South Australian Story,My Wedding Day: A South Australian Story,1890-09-05,1890-09-05,,1,,N,,Chambers's Journal,402,PetersburgTimes (SA : 1887 - 1919),Petersburg Times,,"Petersburg, SA",Provincial,South Australia,7,Rita,Eliza Margaret Jane Desmond Humphreys] (1850–1938),Unattributed,Female,British,,"Eliza Margaret Jane [pseud. Rita; known as Mrs W. Desmond Humphreys] (1850–1938), novelist, was born on 14 June 1850",Unknown,,,Unattributed,
110268282,1675,Database,2,1,1890,1890,My Wedding Day: A South Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=1675,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=110268282,https://trove.nla.gov.au/newspaper/article/110268282,,Narrative Foreground,Present Primary,repeat Ch 1,,,,SA,,1675,My Wedding Day: A South Australian Story,My Wedding Day: A South Australian Story,1890-09-05,1890-09-05,,1,,N,,Chambers's Journal,402,PetersburgTimes (SA : 1887 - 1919),Petersburg Times,,"Petersburg, SA",Provincial,South Australia,7,Rita,Eliza Margaret Jane Desmond Humphreys] (1850–1938),Unattributed,Female,British,,"Eliza Margaret Jane [pseud. Rita; known as Mrs W. Desmond Humphreys] (1850–1938), novelist, was born on 14 June 1850",Unknown,,,Unattributed,
113745222,14419,Database,5,5,1890,1890,Dark or Fair. A Story of Town and Country,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14419,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=113745222,https://trove.nla.gov.au/newspaper/article/113745222,,Narrative Foreground,Present Primary,"repeat of 140, v poor transcript",,proximate,Polygon,outback NSW,,14419,Dark or Fair. A Story of Town and Country,Dark or Fair. A Story of Town and Country,1890-12-15,1890-12-17,"Written for the ""Town and Country Journal""",0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,2387,"Wren, Jenny",,Jenny Wren,Female,Australian,New Zealand,,Female,Australian,,Pseudonym,
